Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,level,name,msg,file,function,line,topics
1678136418.3619921,2185,1678136418,360717296,,2,/imu_driver,Current time 1678136418 357788085,driver.py,driver,56,"['/rosout', '/imu']"
1678136418.3872514,2186,1678136418,386492729,,2,/imu_driver,Current time 1678136418 383587360,driver.py,driver,56,"['/rosout', '/imu']"
1678136418.412633,2187,1678136418,411417961,,2,/imu_driver,Current time 1678136418 408415079,driver.py,driver,56,"['/rosout', '/imu']"
1678136418.4373083,2188,1678136418,436540603,,2,/imu_driver,Current time 1678136418 433602809,driver.py,driver,56,"['/rosout', '/imu']"
1678136418.4629729,2189,1678136418,461590290,,2,/imu_driver,Current time 1678136418 458518505,driver.py,driver,56,"['/rosout', '/imu']"
1678136418.4872851,2190,1678136418,486541509,,2,/imu_driver,Current time 1678136418 483516693,driver.py,driver,56,"['/rosout', '/imu']"
1678136418.5121632,2191,1678136418,511431694,,2,/imu_driver,Current time 1678136418 508526325,driver.py,driver,56,"['/rosout', '/imu']"
1678136418.537969,2192,1678136418,536407709,,2,/imu_driver,Current time 1678136418 533576250,driver.py,driver,56,"['/rosout', '/imu']"
1678136418.5622768,2193,1678136418,561499834,,2,/imu_driver,Current time 1678136418 558457612,driver.py,driver,56,"['/rosout', '/imu']"
1678136418.587122,2194,1678136418,586441040,,2,/imu_driver,Current time 1678136418 583441734,driver.py,driver,56,"['/rosout', '/imu']"
1678136418.6121273,2195,1678136418,611444711,,2,/imu_driver,Current time 1678136418 608391284,driver.py,driver,56,"['/rosout', '/imu']"
1678136418.637211,2196,1678136418,636430025,,2,/imu_driver,Current time 1678136418 633490324,driver.py,driver,56,"['/rosout', '/imu']"
1678136418.662059,2197,1678136418,661339282,,2,/imu_driver,Current time 1678136418 658402919,driver.py,driver,56,"['/rosout', '/imu']"
1678136418.687596,2198,1678136418,686366319,,2,/imu_driver,Current time 1678136418 683402299,driver.py,driver,56,"['/rosout', '/imu']"
1678136418.7121267,2199,1678136418,711326122,,2,/imu_driver,Current time 1678136418 708347320,driver.py,driver,56,"['/rosout', '/imu']"
1678136418.737226,2200,1678136418,736380100,,2,/imu_driver,Current time 1678136418 733454227,driver.py,driver,56,"['/rosout', '/imu']"
1678136418.762019,2201,1678136418,761289119,,2,/imu_driver,Current time 1678136418 758399963,driver.py,driver,56,"['/rosout', '/imu']"
1678136418.7870772,2202,1678136418,786353349,,2,/imu_driver,Current time 1678136418 783352375,driver.py,driver,56,"['/rosout', '/imu']"
1678136418.8127587,2203,1678136418,811341524,,2,/imu_driver,Current time 1678136418 808284521,driver.py,driver,56,"['/rosout', '/imu']"
1678136418.8371408,2204,1678136418,836309432,,2,/imu_driver,Current time 1678136418 833410501,driver.py,driver,56,"['/rosout', '/imu']"
1678136418.8619938,2205,1678136418,861288547,,2,/imu_driver,Current time 1678136418 858316898,driver.py,driver,56,"['/rosout', '/imu']"
1678136418.8869605,2206,1678136418,886288642,,2,/imu_driver,Current time 1678136418 883336544,driver.py,driver,56,"['/rosout', '/imu']"
1678136418.9117558,2207,1678136418,911061763,,2,/imu_driver,Current time 1678136418 908155202,driver.py,driver,56,"['/rosout', '/imu']"
1678136418.936915,2208,1678136418,936228036,,2,/imu_driver,Current time 1678136418 933313608,driver.py,driver,56,"['/rosout', '/imu']"
1678136418.9625158,2209,1678136418,961080789,,2,/imu_driver,Current time 1678136418 958256244,driver.py,driver,56,"['/rosout', '/imu']"
1678136418.9870913,2210,1678136418,986339807,,2,/imu_driver,Current time 1678136418 983330488,driver.py,driver,56,"['/rosout', '/imu']"
1678136419.0121992,2211,1678136419,11502742,,2,/imu_driver,Current time 1678136419 8124589,driver.py,driver,56,"['/rosout', '/imu']"
1678136419.0369613,2212,1678136419,36203861,,2,/imu_driver,Current time 1678136419 33282279,driver.py,driver,56,"['/rosout', '/imu']"
1678136419.0618365,2213,1678136419,61151027,,2,/imu_driver,Current time 1678136419 58238983,driver.py,driver,56,"['/rosout', '/imu']"
1678136419.086983,2214,1678136419,86161375,,2,/imu_driver,Current time 1678136419 83168983,driver.py,driver,56,"['/rosout', '/imu']"
1678136419.112187,2215,1678136419,110943555,,2,/imu_driver,Current time 1678136419 108022451,driver.py,driver,56,"['/rosout', '/imu']"
1678136419.136924,2216,1678136419,136158227,,2,/imu_driver,Current time 1678136419 133218050,driver.py,driver,56,"['/rosout', '/imu']"
1678136419.1619189,2217,1678136419,161116838,,2,/imu_driver,Current time 1678136419 158213138,driver.py,driver,56,"['/rosout', '/imu']"
1678136419.186924,2218,1678136419,186147212,,2,/imu_driver,Current time 1678136419 183174610,driver.py,driver,56,"['/rosout', '/imu']"
1678136419.2115176,2219,1678136419,210869073,,2,/imu_driver,Current time 1678136419 208010673,driver.py,driver,56,"['/rosout', '/imu']"
1678136419.2367928,2220,1678136419,236021995,,2,/imu_driver,Current time 1678136419 233093976,driver.py,driver,56,"['/rosout', '/imu']"
1678136419.2622988,2221,1678136419,261048555,,2,/imu_driver,Current time 1678136419 258126020,driver.py,driver,56,"['/rosout', '/imu']"
1678136419.2874508,2222,1678136419,286091804,,2,/imu_driver,Current time 1678136419 283085823,driver.py,driver,56,"['/rosout', '/imu']"
1678136419.3121526,2223,1678136419,310850143,,2,/imu_driver,Current time 1678136419 307948112,driver.py,driver,56,"['/rosout', '/imu']"
1678136419.3366435,2224,1678136419,335939884,,2,/imu_driver,Current time 1678136419 333069324,driver.py,driver,56,"['/rosout', '/imu']"
1678136419.3617136,2225,1678136419,361002683,,2,/imu_driver,Current time 1678136419 358098030,driver.py,driver,56,"['/rosout', '/imu']"
1678136419.3867352,2226,1678136419,386017560,,2,/imu_driver,Current time 1678136419 383031845,driver.py,driver,56,"['/rosout', '/imu']"
1678136419.411489,2227,1678136419,410784482,,2,/imu_driver,Current time 1678136419 407924175,driver.py,driver,56,"['/rosout', '/imu']"
1678136419.4365745,2228,1678136419,435910940,,2,/imu_driver,Current time 1678136419 432986259,driver.py,driver,56,"['/rosout', '/imu']"
1678136419.461846,2229,1678136419,461130857,,2,/imu_driver,Current time 1678136419 458069324,driver.py,driver,56,"['/rosout', '/imu']"
1678136419.4868174,2230,1678136419,486037254,,2,/imu_driver,Current time 1678136419 483030080,driver.py,driver,56,"['/rosout', '/imu']"
1678136419.5119295,2231,1678136419,510691642,,2,/imu_driver,Current time 1678136419 507842779,driver.py,driver,56,"['/rosout', '/imu']"
1678136419.5367427,2232,1678136419,535967588,,2,/imu_driver,Current time 1678136419 532980918,driver.py,driver,56,"['/rosout', '/imu']"
1678136419.5621414,2233,1678136419,560843467,,2,/imu_driver,Current time 1678136419 557993412,driver.py,driver,56,"['/rosout', '/imu']"
1678136419.5874655,2234,1678136419,586716651,,2,/imu_driver,Current time 1678136419 583699703,driver.py,driver,56,"['/rosout', '/imu']"
1678136419.611344,2235,1678136419,610576152,,2,/imu_driver,Current time 1678136419 607810020,driver.py,driver,56,"['/rosout', '/imu']"
1678136419.6365747,2236,1678136419,635873317,,2,/imu_driver,Current time 1678136419 632963418,driver.py,driver,56,"['/rosout', '/imu']"
1678136419.6622403,2237,1678136419,660868167,,2,/imu_driver,Current time 1678136419 657924890,driver.py,driver,56,"['/rosout', '/imu']"
1678136419.686615,2238,1678136419,685883760,,2,/imu_driver,Current time 1678136419 682947397,driver.py,driver,56,"['/rosout', '/imu']"
1678136419.7112484,2239,1678136419,710546255,,2,/imu_driver,Current time 1678136419 707749128,driver.py,driver,56,"['/rosout', '/imu']"
1678136419.7372925,2240,1678136419,736693143,,2,/imu_driver,Current time 1678136419 733746767,driver.py,driver,56,"['/rosout', '/imu']"
1678136419.7618232,2241,1678136419,760560750,,2,/imu_driver,Current time 1678136419 757761240,driver.py,driver,56,"['/rosout', '/imu']"
1678136419.7872443,2242,1678136419,786571741,,2,/imu_driver,Current time 1678136419 783658981,driver.py,driver,56,"['/rosout', '/imu']"
1678136419.8112662,2243,1678136419,810590028,,2,/imu_driver,Current time 1678136419 807814598,driver.py,driver,56,"['/rosout', '/imu']"
1678136419.83796,2244,1678136419,836501359,,2,/imu_driver,Current time 1678136419 833663225,driver.py,driver,56,"['/rosout', '/imu']"
1678136419.8613882,2245,1678136419,860688447,,2,/imu_driver,Current time 1678136419 857859134,driver.py,driver,56,"['/rosout', '/imu']"
1678136419.8872786,2246,1678136419,886553049,,2,/imu_driver,Current time 1678136419 883552551,driver.py,driver,56,"['/rosout', '/imu']"
